"Time (CET/CEST)","BZN|GB > BZN|FR Day Ahead [MW]","BZN|GB > BZN|FR Total [MW]","BZN|FR > BZN|GB Day Ahead [MW]","BZN|FR > BZN|GB Total [MW]"
"01.01.2020 00:00 - 01.01.2020 01:00","0","296","2000","2000"
"01.01.2020 01:00 - 01.01.2020 02:00","0","296","2000","2000"
"01.01.2020 02:00 - 01.01.2020 03:00","0","296","2000","2000"
"01.01.2020 03:00 - 01.01.2020 04:00","0","296","2000","2000"
"01.01.2020 04:00 - 01.01.2020 05:00","0","296","2000","2000"
"01.01.2020 05:00 - 01.01.2020 06:00","0","296","2000","2000"
"01.01.2020 06:00 - 01.01.2020 07:00","0","208","1907","1907"
"01.01.2020 07:00 - 01.01.2020 08:00","0","297","2000","2000"
"01.01.2020 08:00 - 01.01.2020 09:00","0","296","2000","2000"
"01.01.2020 09:00 - 01.01.2020 10:00","0","296","2000","2000"
"01.01.2020 10:00 - 01.01.2020 11:00","0","297","2000","2000"
"01.01.2020 11:00 - 01.01.2020 12:00","0","198","2000","2000"
"01.01.2020 12:00 - 01.01.2020 13:00","0","40","2000","2000"
"01.01.2020 13:00 - 01.01.2020 14:00","0","0","2000","2000"
"01.01.2020 14:00 - 01.01.2020 15:00","0","0","2000","2000"
"01.01.2020 15:00 - 01.01.2020 16:00","0","0","2000","2000"
"01.01.2020 16:00 - 01.01.2020 17:00","0","0","2000","2000"
"01.01.2020 17:00 - 01.01.2020 18:00","0","0","2000","2000"
"01.01.2020 18:00 - 01.01.2020 19:00","0","0","2000","2000"
"01.01.2020 19:00 - 01.01.2020 20:00","0","0","2000","2000"
"01.01.2020 20:00 - 01.01.2020 21:00","0","0","2000","2000"
"01.01.2020 21:00 - 01.01.2020 22:00","0","0","2000","2000"
"01.01.2020 22:00 - 01.01.2020 23:00","0","99","2000","2000"
"01.01.2020 23:00 - 02.01.2020 00:00","0","150","1481","1556"
"02.01.2020 00:00 - 02.01.2020 01:00","0","0","654","654"
"02.01.2020 01:00 - 02.01.2020 02:00","0","0","1175","1175"
"02.01.2020 02:00 - 02.01.2020 03:00","0","0","399","399"
"02.01.2020 03:00 - 02.01.2020 04:00","1206","1206","40","40"
"02.01.2020 04:00 - 02.01.2020 05:00","2040","2040","40","444"
"02.01.2020 05:00 - 02.01.2020 06:00","2040","2040","40","444"
"02.01.2020 06:00 - 02.01.2020 07:00","2040","2040","40","697"
"02.01.2020 07:00 - 02.01.2020 08:00","1755","1755","40","40"
"02.01.2020 08:00 - 02.01.2020 09:00","2040","2040","40","1132"
"02.01.2020 09:00 - 02.01.2020 10:00","2040","2040","40","949"
"02.01.2020 10:00 - 02.01.2020 11:00","218","218","40","40"
"02.01.2020 11:00 - 02.01.2020 12:00","0","175","61","61"
"02.01.2020 12:00 - 02.01.2020 13:00","0","225","485","485"
"02.01.2020 13:00 - 02.01.2020 14:00","0","225","753","753"
"02.01.2020 14:00 - 02.01.2020 15:00","0","665","665","665"
"02.01.2020 15:00 - 02.01.2020 16:00","0","330","330","330"
"02.01.2020 16:00 - 02.01.2020 17:00","0","484","771","771"
"02.01.2020 17:00 - 02.01.2020 18:00","0","200","2000","2000"
"02.01.2020 18:00 - 02.01.2020 19:00","0","0","2000","2000"
"02.01.2020 19:00 - 02.01.2020 20:00","0","0","1652","1652"
"02.01.2020 20:00 - 02.01.2020 21:00","0","100","1840","1840"
"02.01.2020 21:00 - 02.01.2020 22:00","0","0","2000","2000"
"02.01.2020 22:00 - 02.01.2020 23:00","0","150","586","586"
"02.01.2020 23:00 - 03.01.2020 00:00","697","717","40","40"
"03.01.2020 00:00 - 03.01.2020 01:00","485","563","0","0"
"03.01.2020 01:00 - 03.01.2020 02:00","699","777","0","0"
"03.01.2020 02:00 - 03.01.2020 03:00","187","312","0","0"
"03.01.2020 03:00 - 03.01.2020 04:00","0","150","825","825"
"03.01.2020 04:00 - 03.01.2020 05:00","0","200","1264","1264"
"03.01.2020 05:00 - 03.01.2020 06:00","0","200","286","286"
"03.01.2020 06:00 - 03.01.2020 07:00","0","245","297","297"
"03.01.2020 07:00 - 03.01.2020 08:00","0","764","2000","2000"
"03.01.2020 08:00 - 03.01.2020 09:00","0","0","2000","2000"
"03.01.2020 09:00 - 03.01.2020 10:00","0","0","2000","2000"
"03.01.2020 10:00 - 03.01.2020 11:00","0","0","2000","2000"
"03.01.2020 11:00 - 03.01.2020 12:00","0","0","2000","2000"
"03.01.2020 12:00 - 03.01.2020 13:00","0","0","2000","2000"
"03.01.2020 13:00 - 03.01.2020 14:00","0","0","2000","2000"
"03.01.2020 14:00 - 03.01.2020 15:00","0","0","2000","2000"
"03.01.2020 15:00 - 03.01.2020 16:00","0","0","2000","2000"
"03.01.2020 16:00 - 03.01.2020 17:00","0","0","2000","2000"
"03.01.2020 17:00 - 03.01.2020 18:00","0","0","2000","2000"
"03.01.2020 18:00 - 03.01.2020 19:00","0","0","2000","2000"
"03.01.2020 19:00 - 03.01.2020 20:00","0","0","2000","2000"
"03.01.2020 20:00 - 03.01.2020 21:00","0","0","2000","2000"
"03.01.2020 21:00 - 03.01.2020 22:00","0","0","2000","2000"
"03.01.2020 22:00 - 03.01.2020 23:00","0","0","641","741"
"03.01.2020 23:00 - 04.01.2020 00:00","0","0","397","447"
"04.01.2020 00:00 - 04.01.2020 01:00","850","850","0","0"
"04.01.2020 01:00 - 04.01.2020 02:00","1037","1037","0","0"
"04.01.2020 02:00 - 04.01.2020 03:00","1148","1148","0","0"
"04.01.2020 03:00 - 04.01.2020 04:00","1854","1854","0","263"
"04.01.2020 04:00 - 04.01.2020 05:00","1890","1890","0","303"
"04.01.2020 05:00 - 04.01.2020 06:00","2000","2000","0","506"
"04.01.2020 06:00 - 04.01.2020 07:00","2000","2000","0","506"
"04.01.2020 07:00 - 04.01.2020 08:00","1576","1576","0","81"
"04.01.2020 08:00 - 04.01.2020 09:00","67","117","0","0"
"04.01.2020 09:00 - 04.01.2020 10:00","0","109","1908","1908"
"04.01.2020 10:00 - 04.01.2020 11:00","0","0","2000","2000"
"04.01.2020 11:00 - 04.01.2020 12:00","0","150","2000","2000"
"04.01.2020 12:00 - 04.01.2020 13:00","0","0","2000","2000"
"04.01.2020 13:00 - 04.01.2020 14:00","0","0","2000","2000"
"04.01.2020 14:00 - 04.01.2020 15:00","0","0","2000","2000"
"04.01.2020 15:00 - 04.01.2020 16:00","0","0","2000","2000"
"04.01.2020 16:00 - 04.01.2020 17:00","0","0","2000","2000"
"04.01.2020 17:00 - 04.01.2020 18:00","0","0","2000","2000"
"04.01.2020 18:00 - 04.01.2020 19:00","0","0","2000","2000"
"04.01.2020 19:00 - 04.01.2020 20:00","0","0","2000","2000"
"04.01.2020 20:00 - 04.01.2020 21:00","0","0","2000","2000"
"04.01.2020 21:00 - 04.01.2020 22:00","0","0","2000","2000"
"04.01.2020 22:00 - 04.01.2020 23:00","0","0","2000","2000"
"04.01.2020 23:00 - 05.01.2020 00:00","0","99","2000","2000"
"05.01.2020 00:00 - 05.01.2020 01:00","0","594","2000","2000"
"05.01.2020 01:00 - 05.01.2020 02:00","0","633","2000","2000"
"05.01.2020 02:00 - 05.01.2020 03:00","0","634","2000","2000"
"05.01.2020 03:00 - 05.01.2020 04:00","0","0","1194","1194"
"05.01.2020 04:00 - 05.01.2020 05:00","0","0","102","102"
"05.01.2020 05:00 - 05.01.2020 06:00","1054","1054","0","0"
"05.01.2020 06:00 - 05.01.2020 07:00","1263","1263","0","147"
"05.01.2020 07:00 - 05.01.2020 08:00","666","666","0","0"
"05.01.2020 08:00 - 05.01.2020 09:00","0","400","291","291"
"05.01.2020 09:00 - 05.01.2020 10:00","0","0","838","838"
"05.01.2020 10:00 - 05.01.2020 11:00","0","297","2000","2000"
"05.01.2020 11:00 - 05.01.2020 12:00","0","198","2000","2000"
"05.01.2020 12:00 - 05.01.2020 13:00","0","99","2000","2000"
"05.01.2020 13:00 - 05.01.2020 14:00","0","99","2000","2000"
"05.01.2020 14:00 - 05.01.2020 15:00","0","99","2000","2000"
"05.01.2020 15:00 - 05.01.2020 16:00","0","99","2000","2000"
"05.01.2020 16:00 - 05.01.2020 17:00","0","99","2000","2000"
"05.01.2020 17:00 - 05.01.2020 18:00","0","0","2000","2000"
"05.01.2020 18:00 - 05.01.2020 19:00","0","0","2000","2000"
"05.01.2020 19:00 - 05.01.2020 20:00","0","0","2000","2000"
"05.01.2020 20:00 - 05.01.2020 21:00","0","0","2000","2000"
"05.01.2020 21:00 - 05.01.2020 22:00","0","0","2000","2000"
"05.01.2020 22:00 - 05.01.2020 23:00","0","198","2000","2000"
"05.01.2020 23:00 - 06.01.2020 00:00","0","0","818","822"
"06.01.2020 00:00 - 06.01.2020 01:00","344","344","0","0"
"06.01.2020 01:00 - 06.01.2020 02:00","526","526","0","0"
"06.01.2020 02:00 - 06.01.2020 03:00","806","806","0","0"
"06.01.2020 03:00 - 06.01.2020 04:00","1626","1626","0","30"
"06.01.2020 04:00 - 06.01.2020 05:00","2000","2000","0","404"
"06.01.2020 05:00 - 06.01.2020 06:00","2000","2000","0","404"
"06.01.2020 06:00 - 06.01.2020 07:00","2000","2000","0","404"
"06.01.2020 07:00 - 06.01.2020 08:00","1413","1413","0","0"
"06.01.2020 08:00 - 06.01.2020 09:00","426","426","0","0"
"06.01.2020 09:00 - 06.01.2020 10:00","40","40","239","239"
"06.01.2020 10:00 - 06.01.2020 11:00","0","0","600","600"
"06.01.2020 11:00 - 06.01.2020 12:00","0","100","341","341"
"06.01.2020 12:00 - 06.01.2020 13:00","0","150","934","934"
"06.01.2020 13:00 - 06.01.2020 14:00","0","150","1974","1974"
"06.01.2020 14:00 - 06.01.2020 15:00","0","290","2000","2000"
"06.01.2020 15:00 - 06.01.2020 16:00","0","290","2000","2000"
"06.01.2020 16:00 - 06.01.2020 17:00","0","75","1842","1842"
"06.01.2020 17:00 - 06.01.2020 18:00","0","0","2000","2000"
"06.01.2020 18:00 - 06.01.2020 19:00","0","0","2000","2000"
"06.01.2020 19:00 - 06.01.2020 20:00","0","0","2000","2000"
"06.01.2020 20:00 - 06.01.2020 21:00","0","0","2000","2000"
"06.01.2020 21:00 - 06.01.2020 22:00","0","0","1754","1779"
"06.01.2020 22:00 - 06.01.2020 23:00","0","0","2000","2000"
"06.01.2020 23:00 - 07.01.2020 00:00","197","197","40","290"
"07.01.2020 00:00 - 07.01.2020 01:00","0","79","1474","1474"
"07.01.2020 01:00 - 07.01.2020 02:00","0","593","2000","2000"
"07.01.2020 02:00 - 07.01.2020 03:00","0","1088","1989","1989"
"07.01.2020 03:00 - 07.01.2020 04:00","0","1088","2000","2000"
"07.01.2020 04:00 - 07.01.2020 05:00","0","494","1402","1402"
"07.01.2020 05:00 - 07.01.2020 06:00","0","0","0","0"
"07.01.2020 06:00 - 07.01.2020 07:00","782","842","0","780"
"07.01.2020 07:00 - 07.01.2020 08:00","0","50","647","1099"
"07.01.2020 08:00 - 07.01.2020 09:00","257","257","0","0"
"07.01.2020 09:00 - 07.01.2020 10:00","0","0","173","173"
"07.01.2020 10:00 - 07.01.2020 11:00","0","0","414","414"
"07.01.2020 11:00 - 07.01.2020 12:00","0","0","0","0"
"07.01.2020 12:00 - 07.01.2020 13:00","60","160","0","0"
"07.01.2020 13:00 - 07.01.2020 14:00","330","530","0","0"
"07.01.2020 14:00 - 07.01.2020 15:00","437","837","0","0"
"07.01.2020 15:00 - 07.01.2020 16:00","591","991","0","0"
"07.01.2020 16:00 - 07.01.2020 17:00","0","0","430","430"
"07.01.2020 17:00 - 07.01.2020 18:00","0","0","2000","2000"
"07.01.2020 18:00 - 07.01.2020 19:00","0","0","2000","2000"
"07.01.2020 19:00 - 07.01.2020 20:00","0","0","14","723"
"07.01.2020 20:00 - 07.01.2020 21:00","0","0","2000","2000"
"07.01.2020 21:00 - 07.01.2020 22:00","0","0","2000","2000"
"07.01.2020 22:00 - 07.01.2020 23:00","0","297","2000","2000"
"07.01.2020 23:00 - 08.01.2020 00:00","625","625","0","0"
"08.01.2020 00:00 - 08.01.2020 01:00","2000","2000","0","1348"
"08.01.2020 01:00 - 08.01.2020 02:00","2000","2000","0","1341"
"08.01.2020 02:00 - 08.01.2020 03:00","2000","2000","0","1341"
"08.01.2020 03:00 - 08.01.2020 04:00","1590","1590","0","926"
"08.01.2020 04:00 - 08.01.2020 05:00","1425","1425","0","755"
"08.01.2020 05:00 - 08.01.2020 06:00","2000","2000","0","1310"
"08.01.2020 06:00 - 08.01.2020 07:00","1767","1767","0","1027"
"08.01.2020 07:00 - 08.01.2020 08:00","0","300","0","0"
"08.01.2020 08:00 - 08.01.2020 09:00","1093","1093","0","155"
"08.01.2020 09:00 - 08.01.2020 10:00","155","380","0","0"
"08.01.2020 10:00 - 08.01.2020 11:00","0","275","933","933"
"08.01.2020 11:00 - 08.01.2020 12:00","0","0","895","895"
"08.01.2020 12:00 - 08.01.2020 13:00","0","50","429","480"
"08.01.2020 13:00 - 08.01.2020 14:00","0","50","463","463"
"08.01.2020 14:00 - 08.01.2020 15:00","0","50","597","597"
"08.01.2020 15:00 - 08.01.2020 16:00","0","50","1232","1232"
"08.01.2020 16:00 - 08.01.2020 17:00","0","0","1462","1462"
"08.01.2020 17:00 - 08.01.2020 18:00","0","0","2000","2000"
"08.01.2020 18:00 - 08.01.2020 19:00","0","0","2000","2000"
"08.01.2020 19:00 - 08.01.2020 20:00","0","0","2000","2000"
"08.01.2020 20:00 - 08.01.2020 21:00","0","0","2000","2000"
"08.01.2020 21:00 - 08.01.2020 22:00","0","0","2000","2000"
"08.01.2020 22:00 - 08.01.2020 23:00","0","0","2000","2000"
"08.01.2020 23:00 - 09.01.2020 00:00","0","0","2000","2000"
"09.01.2020 00:00 - 09.01.2020 01:00","0","198","1500","1500"
"09.01.2020 01:00 - 09.01.2020 02:00","0","268","1500","1500"
"09.01.2020 02:00 - 09.01.2020 03:00","0","623","1500","1500"
"09.01.2020 03:00 - 09.01.2020 04:00","0","50","770","770"
"09.01.2020 04:00 - 09.01.2020 05:00","71","121","196","196"
"09.01.2020 05:00 - 09.01.2020 06:00","1140","1283","196","196"
"09.01.2020 06:00 - 09.01.2020 07:00","86","86","0","0"
"09.01.2020 07:00 - 09.01.2020 08:00","505","720","0","0"
"09.01.2020 08:00 - 09.01.2020 09:00","607","607","0","0"
"09.01.2020 09:00 - 09.01.2020 10:00","0","100","1065","1065"
"09.01.2020 10:00 - 09.01.2020 11:00","0","300","1500","1500"
"09.01.2020 11:00 - 09.01.2020 12:00","0","1140","1500","1500"
"09.01.2020 12:00 - 09.01.2020 13:00","0","880","1441","1441"
"09.01.2020 13:00 - 09.01.2020 14:00","0","880","1500","1500"
"09.01.2020 14:00 - 09.01.2020 15:00","0","388","1500","1845"
"09.01.2020 15:00 - 09.01.2020 16:00","0","357","1500","1700"
"09.01.2020 16:00 - 09.01.2020 17:00","0","328","1500","1700"
"09.01.2020 17:00 - 09.01.2020 18:00","0","100","1500","2000"
"09.01.2020 18:00 - 09.01.2020 19:00","0","75","1500","2000"
"09.01.2020 19:00 - 09.01.2020 20:00","0","0","1500","2000"
"09.01.2020 20:00 - 09.01.2020 21:00","0","0","1500","2000"
"09.01.2020 21:00 - 09.01.2020 22:00","0","0","1500","2000"
"09.01.2020 22:00 - 09.01.2020 23:00","0","0","1500","2000"
"09.01.2020 23:00 - 10.01.2020 00:00","0","0","1500","1900"
"10.01.2020 00:00 - 10.01.2020 01:00","0","296","2000","2000"
"10.01.2020 01:00 - 10.01.2020 02:00","0","296","2000","2000"
"10.01.2020 02:00 - 10.01.2020 03:00","0","296","2000","2000"
"10.01.2020 03:00 - 10.01.2020 04:00","0","296","2000","2000"
"10.01.2020 04:00 - 10.01.2020 05:00","0","396","2000","2000"
"10.01.2020 05:00 - 10.01.2020 06:00","0","100","1111","1111"
"10.01.2020 06:00 - 10.01.2020 07:00","0","270","1332","1332"
"10.01.2020 07:00 - 10.01.2020 08:00","0","270","1728","1728"
"10.01.2020 08:00 - 10.01.2020 09:00","0","0","2000","2000"
"10.01.2020 09:00 - 10.01.2020 10:00","0","0","2000","2000"
"10.01.2020 10:00 - 10.01.2020 11:00","0","0","2000","2000"
"10.01.2020 11:00 - 10.01.2020 12:00","0","0","2000","2000"
"10.01.2020 12:00 - 10.01.2020 13:00","0","0","2000","2000"
"10.01.2020 13:00 - 10.01.2020 14:00","0","0","2000","2000"
"10.01.2020 14:00 - 10.01.2020 15:00","0","0","2000","2000"
"10.01.2020 15:00 - 10.01.2020 16:00","0","0","2000","2000"
"10.01.2020 16:00 - 10.01.2020 17:00","0","0","1648","1991"
"10.01.2020 17:00 - 10.01.2020 18:00","0","0","1985","1999"
"10.01.2020 18:00 - 10.01.2020 19:00","0","0","2000","2000"
"10.01.2020 19:00 - 10.01.2020 20:00","0","0","0","1006"
"10.01.2020 20:00 - 10.01.2020 21:00","0","825","1500","1500"
"10.01.2020 21:00 - 10.01.2020 22:00","0","740","0","1012"
"10.01.2020 22:00 - 10.01.2020 23:00","0","427","947","947"
"10.01.2020 23:00 - 11.01.2020 00:00","689","1014","0","0"
"11.01.2020 00:00 - 11.01.2020 01:00","40","40","0","0"
"11.01.2020 01:00 - 11.01.2020 02:00","814","814","0","0"
"11.01.2020 02:00 - 11.01.2020 03:00","2000","2000","0","606"
"11.01.2020 03:00 - 11.01.2020 04:00","2000","2000","0","606"
"11.01.2020 04:00 - 11.01.2020 05:00","2000","2000","0","606"
"11.01.2020 05:00 - 11.01.2020 06:00","2000","2000","0","606"
"11.01.2020 06:00 - 11.01.2020 07:00","2000","2000","0","607"
"11.01.2020 07:00 - 11.01.2020 08:00","2000","2000","0","606"
"11.01.2020 08:00 - 11.01.2020 09:00","2000","2000","0","607"
"11.01.2020 09:00 - 11.01.2020 10:00","596","596","0","50"
"11.01.2020 10:00 - 11.01.2020 11:00","0","0","1162","1162"
"11.01.2020 11:00 - 11.01.2020 12:00","0","99","2000","2000"
"11.01.2020 12:00 - 11.01.2020 13:00","0","0","1675","1775"
"11.01.2020 13:00 - 11.01.2020 14:00","0","99","2000","2000"
"11.01.2020 14:00 - 11.01.2020 15:00","0","99","2000","2000"
"11.01.2020 15:00 - 11.01.2020 16:00","0","99","2000","2000"
"11.01.2020 16:00 - 11.01.2020 17:00","0","0","1823","1823"
"11.01.2020 17:00 - 11.01.2020 18:00","0","0","2000","2000"
"11.01.2020 18:00 - 11.01.2020 19:00","0","0","2000","2000"
"11.01.2020 19:00 - 11.01.2020 20:00","0","0","2000","2000"
"11.01.2020 20:00 - 11.01.2020 21:00","0","0","2000","2000"
"11.01.2020 21:00 - 11.01.2020 22:00","0","99","2000","2000"
"11.01.2020 22:00 - 11.01.2020 23:00","0","198","2000","2000"
"11.01.2020 23:00 - 12.01.2020 00:00","0","246","1754","1754"
"12.01.2020 00:00 - 12.01.2020 01:00","0","593","2000","2000"
"12.01.2020 01:00 - 12.01.2020 02:00","0","633","2000","2000"
"12.01.2020 02:00 - 12.01.2020 03:00","0","633","2000","2000"
"12.01.2020 03:00 - 12.01.2020 04:00","0","633","2000","2000"
"12.01.2020 04:00 - 12.01.2020 05:00","0","831","2000","2000"
"12.01.2020 05:00 - 12.01.2020 06:00","0","1030","2000","2000"
"12.01.2020 06:00 - 12.01.2020 07:00","0","1773","2000","2000"
"12.01.2020 07:00 - 12.01.2020 08:00","0","1633","2000","2000"
"12.01.2020 08:00 - 12.01.2020 09:00","0","747","1815","1815"
"12.01.2020 09:00 - 12.01.2020 10:00","0","495","2000","2000"
"12.01.2020 10:00 - 12.01.2020 11:00","0","356","2000","2000"
"12.01.2020 11:00 - 12.01.2020 12:00","0","198","2000","2000"
"12.01.2020 12:00 - 12.01.2020 13:00","0","198","2000","2000"
"12.01.2020 13:00 - 12.01.2020 14:00","0","198","2000","2000"
"12.01.2020 14:00 - 12.01.2020 15:00","0","0","2000","2000"
"12.01.2020 15:00 - 12.01.2020 16:00","0","0","2000","2000"
"12.01.2020 16:00 - 12.01.2020 17:00","0","0","2000","2000"
"12.01.2020 17:00 - 12.01.2020 18:00","0","0","2000","2000"
"12.01.2020 18:00 - 12.01.2020 19:00","0","0","2000","2000"
"12.01.2020 19:00 - 12.01.2020 20:00","0","0","2000","2000"
"12.01.2020 20:00 - 12.01.2020 21:00","0","0","2000","2000"
"12.01.2020 21:00 - 12.01.2020 22:00","0","0","2000","2000"
"12.01.2020 22:00 - 12.01.2020 23:00","0","99","2000","2000"
"12.01.2020 23:00 - 13.01.2020 00:00","0","247","2000","2000"
"13.01.2020 00:00 - 13.01.2020 01:00","0","190","1116","1116"
"13.01.2020 01:00 - 13.01.2020 02:00","0","74","945","945"
"13.01.2020 02:00 - 13.01.2020 03:00","0","0","840","840"
"13.01.2020 03:00 - 13.01.2020 04:00","0","0","0","0"
"13.01.2020 04:00 - 13.01.2020 05:00","461","461","0","0"
"13.01.2020 05:00 - 13.01.2020 06:00","1213","1213","0","101"
"13.01.2020 06:00 - 13.01.2020 07:00","2000","2000","0","1703"
"13.01.2020 07:00 - 13.01.2020 08:00","0","50","0","0"
"13.01.2020 08:00 - 13.01.2020 09:00","1282","1282","0","960"
"13.01.2020 09:00 - 13.01.2020 10:00","540","540","0","100"
"13.01.2020 10:00 - 13.01.2020 11:00","546","546","0","100"
"13.01.2020 11:00 - 13.01.2020 12:00","1204","1204","0","0"
"13.01.2020 12:00 - 13.01.2020 13:00","0","0","11","111"
"13.01.2020 13:00 - 13.01.2020 14:00","0","0","497","597"
"13.01.2020 14:00 - 13.01.2020 15:00","0","0","604","704"
"13.01.2020 15:00 - 13.01.2020 16:00","0","0","1895","1895"
"13.01.2020 16:00 - 13.01.2020 17:00","0","150","1824","1824"
"13.01.2020 17:00 - 13.01.2020 18:00","0","0","2000","2000"
"13.01.2020 18:00 - 13.01.2020 19:00","0","0","2000","2000"
"13.01.2020 19:00 - 13.01.2020 20:00","0","0","2000","2000"
"13.01.2020 20:00 - 13.01.2020 21:00","0","0","2000","2000"
"13.01.2020 21:00 - 13.01.2020 22:00","0","0","2000","2000"
"13.01.2020 22:00 - 13.01.2020 23:00","0","297","2000","2000"
"13.01.2020 23:00 - 14.01.2020 00:00","0","73","26","26"
"14.01.2020 00:00 - 14.01.2020 01:00","1578","1578","0","485"
"14.01.2020 01:00 - 14.01.2020 02:00","389","389","0","0"
"14.01.2020 02:00 - 14.01.2020 03:00","911","911","0","0"
"14.01.2020 03:00 - 14.01.2020 04:00","807","807","0","0"
"14.01.2020 04:00 - 14.01.2020 05:00","640","700","0","0"
"14.01.2020 05:00 - 14.01.2020 06:00","1174","1174","0","81"
"14.01.2020 06:00 - 14.01.2020 07:00","1202","1202","0","101"
"14.01.2020 07:00 - 14.01.2020 08:00","924","969","0","0"
"14.01.2020 08:00 - 14.01.2020 09:00","0","0","0","0"
"14.01.2020 09:00 - 14.01.2020 10:00","0","0","2000","2000"
"14.01.2020 10:00 - 14.01.2020 11:00","0","0","2000","2000"
"14.01.2020 11:00 - 14.01.2020 12:00","0","0","2000","2000"
"14.01.2020 12:00 - 14.01.2020 13:00","0","0","2000","2000"
"14.01.2020 13:00 - 14.01.2020 14:00","0","0","2000","2000"
"14.01.2020 14:00 - 14.01.2020 15:00","0","0","2000","2000"
"14.01.2020 15:00 - 14.01.2020 16:00","0","0","2000","2000"
"14.01.2020 16:00 - 14.01.2020 17:00","0","0","2000","2000"
"14.01.2020 17:00 - 14.01.2020 18:00","0","0","2000","2000"
"14.01.2020 18:00 - 14.01.2020 19:00","0","0","2000","2000"
"14.01.2020 19:00 - 14.01.2020 20:00","0","0","2000","2000"
"14.01.2020 20:00 - 14.01.2020 21:00","0","0","2000","2000"
"14.01.2020 21:00 - 14.01.2020 22:00","0","0","2000","2000"
"14.01.2020 22:00 - 14.01.2020 23:00","0","199","2000","2000"
"14.01.2020 23:00 - 15.01.2020 00:00","0","50","1490","1490"
"15.01.2020 00:00 - 15.01.2020 01:00","0","323","353","353"
"15.01.2020 01:00 - 15.01.2020 02:00","0","250","1246","1246"
"15.01.2020 02:00 - 15.01.2020 03:00","0","0","781","781"
"15.01.2020 03:00 - 15.01.2020 04:00","0","0","971","971"
"15.01.2020 04:00 - 15.01.2020 05:00","0","0","536","536"
"15.01.2020 05:00 - 15.01.2020 06:00","1033","1033","0","0"
"15.01.2020 06:00 - 15.01.2020 07:00","1284","1284","0","724"
"15.01.2020 07:00 - 15.01.2020 08:00","0","0","697","747"
"15.01.2020 08:00 - 15.01.2020 09:00","0","0","2000","2000"
"15.01.2020 09:00 - 15.01.2020 10:00","0","0","2000","2000"
"15.01.2020 10:00 - 15.01.2020 11:00","0","0","2000","2000"
"15.01.2020 11:00 - 15.01.2020 12:00","0","0","2000","2000"
"15.01.2020 12:00 - 15.01.2020 13:00","0","0","2000","2000"
"15.01.2020 13:00 - 15.01.2020 14:00","0","0","2000","2000"
"15.01.2020 14:00 - 15.01.2020 15:00","0","0","2000","2000"
"15.01.2020 15:00 - 15.01.2020 16:00","0","0","2000","2000"
"15.01.2020 16:00 - 15.01.2020 17:00","0","0","2000","2000"
"15.01.2020 17:00 - 15.01.2020 18:00","0","0","2000","2000"
"15.01.2020 18:00 - 15.01.2020 19:00","0","0","2000","2000"
"15.01.2020 19:00 - 15.01.2020 20:00","0","0","2000","2000"
"15.01.2020 20:00 - 15.01.2020 21:00","0","0","2000","2000"
"15.01.2020 21:00 - 15.01.2020 22:00","0","0","2000","2000"
"15.01.2020 22:00 - 15.01.2020 23:00","0","65","2000","2000"
"15.01.2020 23:00 - 16.01.2020 00:00","0","49","393","393"
"16.01.2020 00:00 - 16.01.2020 01:00","814","1039","353","353"
"16.01.2020 01:00 - 16.01.2020 02:00","938","1163","353","353"
"16.01.2020 02:00 - 16.01.2020 03:00","1096","1246","353","353"
"16.01.2020 03:00 - 16.01.2020 04:00","1413","1463","353","353"
"16.01.2020 04:00 - 16.01.2020 05:00","1907","1907","353","808"
"16.01.2020 05:00 - 16.01.2020 06:00","2000","2000","0","910"
"16.01.2020 06:00 - 16.01.2020 07:00","2000","2000","0","964"
"16.01.2020 07:00 - 16.01.2020 08:00","1108","1109","0","353"
"16.01.2020 08:00 - 16.01.2020 09:00","0","0","335","335"
"16.01.2020 09:00 - 16.01.2020 10:00","0","0","2000","2000"
"16.01.2020 10:00 - 16.01.2020 11:00","0","0","2000","2000"
"16.01.2020 11:00 - 16.01.2020 12:00","0","0","2000","2000"
"16.01.2020 12:00 - 16.01.2020 13:00","0","0","2000","2000"
"16.01.2020 13:00 - 16.01.2020 14:00","0","60","2000","2000"
"16.01.2020 14:00 - 16.01.2020 15:00","0","0","2000","2000"
"16.01.2020 15:00 - 16.01.2020 16:00","0","0","2000","2000"
"16.01.2020 16:00 - 16.01.2020 17:00","0","0","2000","2000"
"16.01.2020 17:00 - 16.01.2020 18:00","0","0","2000","2000"
"16.01.2020 18:00 - 16.01.2020 19:00","0","0","2000","2000"
"16.01.2020 19:00 - 16.01.2020 20:00","0","0","2000","2000"
"16.01.2020 20:00 - 16.01.2020 21:00","0","0","2000","2000"
"16.01.2020 21:00 - 16.01.2020 22:00","0","0","2000","2000"
"16.01.2020 22:00 - 16.01.2020 23:00","0","99","2000","2000"
"16.01.2020 23:00 - 17.01.2020 00:00","0","395","2000","2000"
"17.01.2020 00:00 - 17.01.2020 01:00","0","0","1211","1211"
"17.01.2020 01:00 - 17.01.2020 02:00","0","247","1751","1751"
"17.01.2020 02:00 - 17.01.2020 03:00","0","495","1994","1994"
"17.01.2020 03:00 - 17.01.2020 04:00","0","495","2000","2000"
"17.01.2020 04:00 - 17.01.2020 05:00","0","495","2000","2000"
"17.01.2020 05:00 - 17.01.2020 06:00","0","792","2000","2000"
